2018-12-10-19-50-38    UserID [36]    Transaction Complete 
2018-12-10-19-50-38    UserID [46]    Transaction Complete 
2018-12-10-19-50-38    UserID [45]    Transaction Complete 
2018-12-10-19-50-38    UserID [18]    Transaction Complete 
2018-12-10-19-50-38    UserID [37]    Transaction Complete 
2018-12-10-19-50-38    UserID [38]    Transaction Complete 
2018-12-10-19-50-38    UserID [3]    Transaction Complete 
2018-12-10-19-50-38    UserID [26]    Transaction Complete 
2018-12-10-19-50-38    UserID [42]    Transaction Complete 
2018-12-10-19-50-38    UserID [33]    Transaction Complete 
2018-12-10-19-50-38    UserID [4]    Transaction Complete 
2018-12-10-19-50-38    UserID [49]    Transaction Complete 
2018-12-10-19-50-38    UserID [2]    Transaction Complete 
2018-12-10-19-50-38    UserID [6]    Transaction Complete 
2018-12-10-19-50-38    UserID [0]    Transaction Complete 
2018-12-10-19-50-38    UserID [5]    Transaction Complete 
2018-12-10-19-50-38    UserID [12]    Transaction Complete 
2018-12-10-19-50-38    UserID [39]    Transaction Complete 
2018-12-10-19-50-38    UserID [40]    Transaction Complete 
2018-12-10-19-50-38    UserID [7]    Transaction Complete 
2018-12-10-19-50-38    UserID [24]    Transaction Complete 
2018-12-10-19-50-38    UserID [32]    Transaction Complete 
2018-12-10-19-50-38    UserID [43]    Transaction Complete 
2018-12-10-19-50-38    UserID [9]    Transaction Complete 
2018-12-10-19-50-38    UserID [47]    Transaction Complete 
2018-12-10-19-50-38    UserID [44]    Transaction Complete 
2018-12-10-19-50-38    UserID [14]    Transaction Complete 
2018-12-10-19-50-38    UserID [8]    Transaction Complete 
2018-12-10-19-50-38    UserID [41]    Transaction Complete 
2018-12-10-19-50-38    UserID [20]    Transaction Complete 
2018-12-10-19-50-38    UserID [25]    Transaction Complete 
2018-12-10-19-50-38    UserID [31]    Transaction Complete 
2018-12-10-19-50-39    UserID [1]    Transaction Complete 
2018-12-10-19-50-39    UserID [22]    Transaction Complete 
2018-12-10-19-50-39    UserID [19]    Transaction Complete 
2018-12-10-19-50-39    UserID [23]    Transaction Complete 
2018-12-10-19-50-39    UserID [17]    Transaction Complete 
2018-12-10-19-50-40    UserID [35]    Transaction Complete 
2018-12-10-19-50-40    UserID [26]    Transaction Complete 
2018-12-10-19-50-40    UserID [28]    Transaction Complete 
2018-12-10-19-50-40    UserID [21]    Transaction Complete 
2018-12-10-19-50-40    UserID [18]    Transaction Complete 
2018-12-10-19-50-40    UserID [45]    Transaction Complete 
2018-12-10-19-50-40    UserID [11]    Transaction Complete 
2018-12-10-19-50-40    UserID [32]    Transaction Complete 
2018-12-10-19-50-40    UserID [34]    Transaction Complete 
2018-12-10-19-50-40    UserID [4]    Transaction Complete 
2018-12-10-19-50-40    UserID [48]    Transaction Complete 
2018-12-10-19-50-40    UserID [27]    Transaction Complete 
2018-12-10-19-50-40    UserID [33]    Transaction Complete 
2018-12-10-19-50-40    UserID [2]    Transaction Complete 
2018-12-10-19-50-40    UserID [37]    Transaction Complete 
2018-12-10-19-50-40    UserID [42]    Transaction Complete 
2018-12-10-19-50-40    UserID [25]    Transaction Complete 
2018-12-10-19-50-40    UserID [36]    Transaction Complete 
2018-12-10-19-50-40    UserID [7]    Transaction Complete 
2018-12-10-19-50-41    UserID [38]    Transaction Complete 
2018-12-10-19-50-41    UserID [49]    Transaction Complete 
2018-12-10-19-50-41    UserID [15]    Transaction Complete 
2018-12-10-19-50-41    UserID [30]    Transaction Complete 
2018-12-10-19-50-41    UserID [47]    Transaction Complete 
2018-12-10-19-50-41    UserID [13]    Transaction Complete 
2018-12-10-19-50-41    UserID [10]    Transaction Complete 
2018-12-10-19-50-41    UserID [31]    Transaction Complete 
2018-12-10-19-50-41    UserID [16]    Transaction Complete 
2018-12-10-19-50-41    UserID [40]    Transaction Complete 
2018-12-10-19-50-41    UserID [20]    Transaction Complete 
2018-12-10-19-50-41    UserID [9]    Transaction Complete 
2018-12-10-19-50-41    UserID [12]    Transaction Complete 
2018-12-10-19-50-41    UserID [24]    Transaction Complete 
2018-12-10-19-50-41    UserID [29]    Transaction Complete 
2018-12-10-19-50-41    UserID [41]    Transaction Complete 
2018-12-10-19-50-41    UserID [3]    Transaction Complete 
2018-12-10-19-50-41    UserID [39]    Transaction Complete 
2018-12-10-19-50-41    UserID [8]    Transaction Complete 
2018-12-10-19-50-41    UserID [5]    Transaction Complete 
2018-12-10-19-50-41    UserID [46]    Transaction Complete 
2018-12-10-19-50-41    UserID [6]    Transaction Complete 
2018-12-10-19-50-41    UserID [43]    Transaction Complete 
2018-12-10-19-50-41    UserID [0]    Transaction Complete 
2018-12-10-19-50-41    UserID [22]    Transaction Complete 
2018-12-10-19-50-41    UserID [1]    Transaction Complete 
2018-12-10-19-50-41    UserID [44]    Transaction Complete 
2018-12-10-19-50-42    UserID [17]    Transaction Complete 
2018-12-10-19-50-42    UserID [23]    Transaction Complete 
2018-12-10-19-50-42    UserID [19]    Transaction Complete 
2018-12-10-19-50-42    UserID [14]    Transaction Complete 
2018-12-10-19-50-42    UserID [35]    Transaction Complete 
2018-12-10-19-50-42    UserID [18]    Transaction Complete 
2018-12-10-19-50-42    UserID [11]    Transaction Complete 
2018-12-10-19-50-42    UserID [26]    Transaction Complete 
2018-12-10-19-50-42    UserID [33]    Transaction Complete 
2018-12-10-19-50-43    UserID [45]    Transaction Complete 
2018-12-10-19-50-43    UserID [21]    Transaction Complete 
2018-12-10-19-50-43    UserID [4]    Transaction Complete 
2018-12-10-19-50-43    UserID [28]    Transaction Complete 
2018-12-10-19-50-43    UserID [30]    Transaction Complete 
2018-12-10-19-50-43    UserID [48]    Transaction Complete 
2018-12-10-19-50-43    UserID [40]    Transaction Complete 
2018-12-10-19-50-43    UserID [36]    Transaction Complete 
2018-12-10-19-50-43    UserID [32]    Transaction Complete 
2018-12-10-19-50-43    UserID [27]    Transaction Complete 
2018-12-10-19-50-43    UserID [34]    Transaction Complete 
2018-12-10-19-50-43    UserID [3]    Transaction Complete 
2018-12-10-19-50-43    UserID [38]    Transaction Complete 
2018-12-10-19-50-43    UserID [10]    Transaction Complete 
2018-12-10-19-50-43    UserID [9]    Transaction Complete 
2018-12-10-19-50-43    UserID [24]    Transaction Complete 
2018-12-10-19-50-43    UserID [15]    Transaction Complete 
2018-12-10-19-50-43    UserID [31]    Transaction Complete 
2018-12-10-19-50-43    UserID [29]    Transaction Complete 
2018-12-10-19-50-43    UserID [39]    Transaction Complete 
2018-12-10-19-50-43    UserID [20]    Transaction Complete 
2018-12-10-19-50-43    UserID [0]    Transaction Complete 
2018-12-10-19-50-43    UserID [37]    Transaction Complete 
2018-12-10-19-50-43    UserID [6]    Transaction Complete 
2018-12-10-19-50-43    UserID [7]    Transaction Complete 
2018-12-10-19-50-43    UserID [8]    Transaction Complete 
2018-12-10-19-50-43    UserID [16]    Transaction Complete 
2018-12-10-19-50-43    UserID [13]    Transaction Complete 
2018-12-10-19-50-43    UserID [42]    Transaction Complete 
2018-12-10-19-50-43    UserID [12]    Transaction Complete 
2018-12-10-19-50-43    UserID [46]    Transaction Complete 
2018-12-10-19-50-43    UserID [47]    Transaction Complete 
2018-12-10-19-50-43    UserID [49]    Transaction Complete 
2018-12-10-19-50-43    UserID [22]    Transaction Complete 
2018-12-10-19-50-43    UserID [2]    Transaction Complete 
2018-12-10-19-50-44    UserID [25]    Transaction Complete 
2018-12-10-19-50-44    UserID [41]    Transaction Complete 
2018-12-10-19-50-44    UserID [23]    Transaction Complete 
2018-12-10-19-50-44    UserID [5]    Transaction Complete 
2018-12-10-19-50-44    UserID [14]    Transaction Complete 
2018-12-10-19-50-44    UserID [43]    Transaction Complete 
2018-12-10-19-50-44    UserID [44]    Transaction Complete 
2018-12-10-19-50-44    UserID [26]    Transaction Complete 
2018-12-10-19-50-44    UserID [1]    Transaction Complete 
2018-12-10-19-50-44    UserID [19]    Transaction Complete 
2018-12-10-19-50-44    UserID [17]    Transaction Complete 
2018-12-10-19-50-45    UserID [11]    Transaction Complete 
2018-12-10-19-50-45    UserID [18]    Transaction Complete 
2018-12-10-19-50-45    UserID [30]    Transaction Complete 
2018-12-10-19-50-45    UserID [33]    Transaction Complete 
2018-12-10-19-50-45    UserID [3]    Transaction Complete 
2018-12-10-19-50-45    UserID [35]    Transaction Complete 
2018-12-10-19-50-45    UserID [28]    Transaction Complete 
2018-12-10-19-50-45    UserID [32]    Transaction Complete 
2018-12-10-19-50-45    UserID [9]    Transaction Complete 
2018-12-10-19-50-45    UserID [21]    Transaction Complete 
2018-12-10-19-50-45    UserID [40]    Transaction Complete 
2018-12-10-19-50-45    UserID [48]    Transaction Complete 
2018-12-10-19-50-45    UserID [10]    Transaction Complete 
2018-12-10-19-50-45    UserID [34]    Transaction Complete 
2018-12-10-19-50-45    UserID [6]    Transaction Complete 
2018-12-10-19-50-45    UserID [0]    Transaction Complete 
2018-12-10-19-50-45    UserID [46]    Transaction Complete 
2018-12-10-19-50-45    UserID [27]    Transaction Complete 
2018-12-10-19-50-45    UserID [24]    Transaction Complete 
2018-12-10-19-50-45    UserID [8]    Transaction Complete 
2018-12-10-19-50-45    UserID [38]    Transaction Complete 
2018-12-10-19-50-45    UserID [45]    Transaction Complete 
2018-12-10-19-50-45    UserID [29]    Transaction Complete 
2018-12-10-19-50-46    UserID [12]    Transaction Complete 
2018-12-10-19-50-46    UserID [7]    Transaction Complete 
2018-12-10-19-50-46    UserID [39]    Transaction Complete 
2018-12-10-19-50-46    UserID [4]    Transaction Complete 
2018-12-10-19-50-46    UserID [31]    Transaction Complete 
2018-12-10-19-50-46    UserID [42]    Transaction Complete 
2018-12-10-19-50-46    UserID [13]    Transaction Complete 
2018-12-10-19-50-46    UserID [37]    Transaction Complete 
2018-12-10-19-50-46    UserID [43]    Transaction Complete 
2018-12-10-19-50-46    UserID [47]    Transaction Complete 
2018-12-10-19-50-46    UserID [15]    Transaction Complete 
2018-12-10-19-50-46    UserID [20]    Transaction Complete 
2018-12-10-19-50-46    UserID [49]    Transaction Complete 
2018-12-10-19-50-46    UserID [25]    Transaction Complete 
2018-12-10-19-50-46    UserID [17]    Transaction Complete 
2018-12-10-19-50-46    UserID [36]    Transaction Complete 
2018-12-10-19-50-46    UserID [44]    Transaction Complete 
2018-12-10-19-50-46    UserID [23]    Transaction Complete 
2018-12-10-19-50-46    UserID [41]    Transaction Complete 
2018-12-10-19-50-46    UserID [26]    Transaction Complete 
2018-12-10-19-50-46    UserID [33]    Transaction Complete 
2018-12-10-19-50-46    UserID [18]    Transaction Complete 
2018-12-10-19-50-46    UserID [2]    Transaction Complete 
2018-12-10-19-50-46    UserID [19]    Transaction Complete 
2018-12-10-19-50-46    UserID [16]    Transaction Complete 
2018-12-10-19-50-46    UserID [14]    Transaction Complete 
2018-12-10-19-50-47    UserID [1]    Transaction Complete 
2018-12-10-19-50-47    UserID [5]    Transaction Complete 
2018-12-10-19-50-47    UserID [34]    Transaction Complete 
2018-12-10-19-50-47    UserID [9]    Transaction Complete 
2018-12-10-19-50-47    UserID [30]    Transaction Complete 
2018-12-10-19-50-47    UserID [22]    Transaction Complete 
2018-12-10-19-50-47    UserID [10]    Transaction Complete 
2018-12-10-19-50-47    UserID [21]    Transaction Complete 
2018-12-10-19-50-47    UserID [28]    Transaction Complete 
2018-12-10-19-50-48    UserID [27]    Transaction Complete 
2018-12-10-19-50-48    UserID [45]    Transaction Complete 
2018-12-10-19-50-48    UserID [32]    Transaction Complete 
2018-12-10-19-50-48    UserID [35]    Transaction Complete 
2018-12-10-19-50-48    UserID [6]    Transaction Complete 
2018-12-10-19-50-48    UserID [11]    Transaction Complete 
2018-12-10-19-50-48    UserID [0]    Transaction Complete 
2018-12-10-19-50-48    UserID [29]    Transaction Complete 
2018-12-10-19-50-48    UserID [15]    Transaction Complete 
2018-12-10-19-50-48    UserID [40]    Transaction Complete 
2018-12-10-19-50-48    UserID [3]    Transaction Complete 
2018-12-10-19-50-48    UserID [12]    Transaction Complete 
2018-12-10-19-50-48    UserID [46]    Transaction Complete 
2018-12-10-19-50-48    UserID [37]    Transaction Complete 
2018-12-10-19-50-48    UserID [48]    Transaction Complete 
2018-12-10-19-50-48    UserID [24]    Transaction Complete 
2018-12-10-19-50-48    UserID [17]    Transaction Complete 
2018-12-10-19-50-48    UserID [8]    Transaction Complete 
2018-12-10-19-50-48    UserID [7]    Transaction Complete 
2018-12-10-19-50-48    UserID [25]    Transaction Complete 
2018-12-10-19-50-48    UserID [14]    Transaction Complete 
2018-12-10-19-50-48    UserID [38]    Transaction Complete 
2018-12-10-19-50-48    UserID [2]    Transaction Complete 
2018-12-10-19-50-48    UserID [20]    Transaction Complete 
2018-12-10-19-50-48    UserID [49]    Transaction Complete 
2018-12-10-19-50-48    UserID [39]    Transaction Complete 
2018-12-10-19-50-49    UserID [31]    Transaction Complete 
2018-12-10-19-50-49    UserID [4]    Transaction Complete 
2018-12-10-19-50-49    UserID [44]    Transaction Complete 
2018-12-10-19-50-49    UserID [13]    Transaction Complete 
2018-12-10-19-50-49    UserID [19]    Transaction Complete 
2018-12-10-19-50-49    UserID [42]    Transaction Complete 
2018-12-10-19-50-49    UserID [47]    Transaction Complete 
2018-12-10-19-50-49    UserID [43]    Transaction Complete 
2018-12-10-19-50-49    UserID [16]    Transaction Complete 
2018-12-10-19-50-49    UserID [41]    Transaction Complete 
2018-12-10-19-50-49    UserID [33]    Transaction Complete 
2018-12-10-19-50-49    UserID [34]    Transaction Complete 
2018-12-10-19-50-49    UserID [18]    Transaction Complete 
2018-12-10-19-50-49    UserID [10]    Transaction Complete 
2018-12-10-19-50-49    UserID [5]    Transaction Complete 
2018-12-10-19-50-49    UserID [23]    Transaction Complete 
2018-12-10-19-50-49    UserID [26]    Transaction Complete 
2018-12-10-19-50-49    UserID [1]    Transaction Complete 
2018-12-10-19-50-49    UserID [45]    Transaction Complete 
2018-12-10-19-50-49    UserID [36]    Transaction Complete 
2018-12-10-19-50-49    UserID [35]    Transaction Complete 
2018-12-10-19-50-49    UserID [22]    Transaction Complete 
2018-12-10-19-50-49    UserID [9]    Transaction Complete 
2018-12-10-19-50-50    UserID [30]    Transaction Complete 
2018-12-10-19-50-50    UserID [29]    Transaction Complete 
2018-12-10-19-50-50    UserID [27]    Transaction Complete 
2018-12-10-19-50-50    UserID [28]    Transaction Complete 
2018-12-10-19-50-50    UserID [21]    Transaction Complete 
2018-12-10-19-50-50    UserID [46]    Transaction Complete 
2018-12-10-19-50-50    UserID [15]    Transaction Complete 
2018-12-10-19-50-50    UserID [0]    Transaction Complete 
2018-12-10-19-50-50    UserID [2]    Transaction Complete 
2018-12-10-19-50-50    UserID [3]    Transaction Complete 
2018-12-10-19-50-50    UserID [12]    Transaction Complete 
2018-12-10-19-50-50    UserID [32]    Transaction Complete 
2018-12-10-19-50-50    UserID [7]    Transaction Complete 
2018-12-10-19-50-50    UserID [41]    Transaction Complete 
2018-12-10-19-50-50    UserID [6]    Transaction Complete 
2018-12-10-19-50-50    UserID [8]    Transaction Complete 
2018-12-10-19-50-50    UserID [40]    Transaction Complete 
2018-12-10-19-50-50    UserID [48]    Transaction Complete 
2018-12-10-19-50-51    UserID [17]    Transaction Complete 
2018-12-10-19-50-51    UserID [11]    Transaction Complete 
2018-12-10-19-50-51    UserID [42]    Transaction Complete 
2018-12-10-19-50-51    UserID [24]    Transaction Complete 
2018-12-10-19-50-51    UserID [31]    Transaction Complete 
2018-12-10-19-50-51    UserID [25]    Transaction Complete 
2018-12-10-19-50-51    UserID [44]    Transaction Complete 
2018-12-10-19-50-51    UserID [38]    Transaction Complete 
2018-12-10-19-50-51    UserID [34]    Transaction Complete 
2018-12-10-19-50-51    UserID [19]    Transaction Complete 
2018-12-10-19-50-51    UserID [14]    Transaction Complete 
2018-12-10-19-50-51    UserID [39]    Transaction Complete 
2018-12-10-19-50-51    UserID [16]    Transaction Complete 
2018-12-10-19-50-51    UserID [18]    Transaction Complete 
2018-12-10-19-50-51    UserID [20]    Transaction Complete 
2018-12-10-19-50-51    UserID [37]    Transaction Complete 
2018-12-10-19-50-51    UserID [47]    Transaction Complete 
2018-12-10-19-50-51    UserID [4]    Transaction Complete 
2018-12-10-19-50-51    UserID [13]    Transaction Complete 
2018-12-10-19-50-51    UserID [49]    Transaction Complete 
2018-12-10-19-50-51    UserID [10]    Transaction Complete 
2018-12-10-19-50-51    UserID [33]    Transaction Complete 
2018-12-10-19-50-51    UserID [36]    Transaction Complete 
2018-12-10-19-50-51    UserID [23]    Transaction Complete 
2018-12-10-19-50-52    UserID [26]    Transaction Complete 
2018-12-10-19-50-52    UserID [9]    Transaction Complete 
2018-12-10-19-50-52    UserID [45]    Transaction Complete 
2018-12-10-19-50-52    UserID [43]    Transaction Complete 
2018-12-10-19-50-52    UserID [5]    Transaction Complete 
2018-12-10-19-50-52    UserID [1]    Transaction Complete 
2018-12-10-19-50-52    UserID [22]    Transaction Complete 
2018-12-10-19-50-52    UserID [21]    Transaction Complete 
2018-12-10-19-50-52    UserID [35]    Transaction Complete 
2018-12-10-19-50-52    UserID [46]    Transaction Complete 
2018-12-10-19-50-52    UserID [27]    Transaction Complete 
2018-12-10-19-50-52    UserID [29]    Transaction Complete 
2018-12-10-19-50-52    UserID [30]    Transaction Complete 
2018-12-10-19-50-53    UserID [28]    Transaction Complete 
2018-12-10-19-50-53    UserID [32]    Transaction Complete 
2018-12-10-19-50-53    UserID [3]    Transaction Complete 
2018-12-10-19-50-53    UserID [15]    Transaction Complete 
2018-12-10-19-50-53    UserID [37]    Transaction Complete 
2018-12-10-19-50-53    UserID [48]    Transaction Complete 
2018-12-10-19-50-53    UserID [2]    Transaction Complete 
2018-12-10-19-50-53    UserID [44]    Transaction Complete 
2018-12-10-19-50-53    UserID [40]    Transaction Complete 
2018-12-10-19-50-53    UserID [17]    Transaction Complete 
2018-12-10-19-50-53    UserID [16]    Transaction Complete 
2018-12-10-19-50-53    UserID [25]    Transaction Complete 
2018-12-10-19-50-53    UserID [12]    Transaction Complete 
2018-12-10-19-50-53    UserID [42]    Transaction Complete 
2018-12-10-19-50-53    UserID [7]    Transaction Complete 
2018-12-10-19-50-53    UserID [49]    Transaction Complete 
2018-12-10-19-50-53    UserID [11]    Transaction Complete 
2018-12-10-19-50-53    UserID [0]    Transaction Complete 
2018-12-10-19-50-53    UserID [8]    Transaction Complete 
2018-12-10-19-50-53    UserID [31]    Transaction Complete 
2018-12-10-19-50-53    UserID [6]    Transaction Complete 
2018-12-10-19-50-53    UserID [14]    Transaction Complete 
2018-12-10-19-50-53    UserID [9]    Transaction Complete 
2018-12-10-19-50-54    UserID [46]    Transaction Complete 
2018-12-10-19-50-54    UserID [41]    Transaction Complete 
2018-12-10-19-50-54    UserID [36]    Transaction Complete 
2018-12-10-19-50-54    UserID [24]    Transaction Complete 
2018-12-10-19-50-54    UserID [43]    Transaction Complete 
2018-12-10-19-50-54    UserID [26]    Transaction Complete 
2018-12-10-19-50-54    UserID [18]    Transaction Complete 
2018-12-10-19-50-54    UserID [20]    Transaction Complete 
2018-12-10-19-50-54    UserID [19]    Transaction Complete 
2018-12-10-19-50-54    UserID [27]    Transaction Complete 
2018-12-10-19-50-54    UserID [13]    Transaction Complete 
2018-12-10-19-50-54    UserID [1]    Transaction Complete 
2018-12-10-19-50-54    UserID [45]    Transaction Complete 
2018-12-10-19-50-54    UserID [39]    Transaction Complete 
2018-12-10-19-50-54    UserID [34]    Transaction Complete 
2018-12-10-19-50-54    UserID [10]    Transaction Complete 
2018-12-10-19-50-54    UserID [38]    Transaction Complete 
2018-12-10-19-50-54    UserID [47]    Transaction Complete 
2018-12-10-19-50-54    UserID [5]    Transaction Complete 
2018-12-10-19-50-54    UserID [21]    Transaction Complete 
2018-12-10-19-50-54    UserID [22]    Transaction Complete 
2018-12-10-19-50-55    UserID [4]    Transaction Complete 
2018-12-10-19-50-55    UserID [23]    Transaction Complete 
2018-12-10-19-50-55    UserID [44]    Transaction Complete 
2018-12-10-19-50-55    UserID [33]    Transaction Complete 
2018-12-10-19-50-55    UserID [35]    Transaction Complete 
2018-12-10-19-50-55    UserID [30]    Transaction Complete 
2018-12-10-19-50-55    UserID [2]    Transaction Complete 
2018-12-10-19-50-55    UserID [42]    Transaction Complete 
2018-12-10-19-50-55    UserID [29]    Transaction Complete 
2018-12-10-19-50-55    UserID [25]    Transaction Complete 
2018-12-10-19-50-55    UserID [16]    Transaction Complete 
2018-12-10-19-50-55    UserID [40]    Transaction Complete 
2018-12-10-19-50-55    UserID [37]    Transaction Complete 
2018-12-10-19-50-55    UserID [28]    Transaction Complete 
2018-12-10-19-50-55    UserID [41]    Transaction Complete 
2018-12-10-19-50-55    UserID [17]    Transaction Complete 
2018-12-10-19-50-55    UserID [48]    Transaction Complete 
2018-12-10-19-50-55    UserID [11]    Transaction Complete 
2018-12-10-19-50-55    UserID [46]    Transaction Complete 
2018-12-10-19-50-55    UserID [32]    Transaction Complete 
2018-12-10-19-50-55    UserID [3]    Transaction Complete 
2018-12-10-19-50-55    UserID [7]    Transaction Complete 
2018-12-10-19-50-55    UserID [0]    Transaction Complete 
2018-12-10-19-50-55    UserID [15]    Transaction Complete 
2018-12-10-19-50-55    UserID [12]    Transaction Complete 
2018-12-10-19-50-55    UserID [18]    Transaction Complete 
2018-12-10-19-50-56    UserID [8]    Transaction Complete 
2018-12-10-19-50-56    UserID [26]    Transaction Complete 
2018-12-10-19-50-56    UserID [6]    Transaction Complete 
2018-12-10-19-50-56    UserID [20]    Transaction Complete 
2018-12-10-19-50-56    UserID [49]    Transaction Complete 
2018-12-10-19-50-56    UserID [21]    Transaction Complete 
2018-12-10-19-50-56    UserID [9]    Transaction Complete 
2018-12-10-19-50-56    UserID [36]    Transaction Complete 
2018-12-10-19-50-56    UserID [14]    Transaction Complete 
2018-12-10-19-50-56    UserID [43]    Transaction Complete 
2018-12-10-19-50-56    UserID [33]    Transaction Complete 
2018-12-10-19-50-56    UserID [34]    Transaction Complete 
2018-12-10-19-50-56    UserID [31]    Transaction Complete 
2018-12-10-19-50-56    UserID [29]    Transaction Complete 
2018-12-10-19-50-56    UserID [1]    Transaction Complete 
2018-12-10-19-50-56    UserID [39]    Transaction Complete 
2018-12-10-19-50-56    UserID [24]    Transaction Complete 
2018-12-10-19-50-56    UserID [13]    Transaction Complete 
2018-12-10-19-50-56    UserID [35]    Transaction Complete 
2018-12-10-19-50-57    UserID [45]    Transaction Complete 
2018-12-10-19-50-57    UserID [27]    Transaction Complete 
2018-12-10-19-50-57    UserID [16]    Transaction Complete 
2018-12-10-19-50-57    UserID [10]    Transaction Complete 
2018-12-10-19-50-57    UserID [22]    Transaction Complete 
2018-12-10-19-50-57    UserID [19]    Transaction Complete 
2018-12-10-19-50-57    UserID [4]    Transaction Complete 
2018-12-10-19-50-57    UserID [25]    Transaction Complete 
2018-12-10-19-50-57    UserID [40]    Transaction Complete 
2018-12-10-19-50-57    UserID [38]    Transaction Complete 
2018-12-10-19-50-57    UserID [5]    Transaction Complete 
2018-12-10-19-50-57    UserID [7]    Transaction Complete 
2018-12-10-19-50-57    UserID [37]    Transaction Complete 
2018-12-10-19-50-57    UserID [44]    Transaction Complete 
2018-12-10-19-50-57    UserID [30]    Transaction Complete 
2018-12-10-19-50-57    UserID [47]    Transaction Complete 
2018-12-10-19-50-57    UserID [11]    Transaction Complete 
2018-12-10-19-50-57    UserID [42]    Transaction Complete 
2018-12-10-19-50-57    UserID [41]    Transaction Complete 
2018-12-10-19-50-57    UserID [46]    Transaction Complete 
2018-12-10-19-50-57    UserID [23]    Transaction Complete 
2018-12-10-19-50-57    UserID [32]    Transaction Complete 
2018-12-10-19-50-57    UserID [28]    Transaction Complete 
2018-12-10-19-50-58    UserID [0]    Transaction Complete 
2018-12-10-19-50-58    UserID [48]    Transaction Complete 
2018-12-10-19-50-58    UserID [15]    Transaction Complete 
2018-12-10-19-50-58    UserID [9]    Transaction Complete 
2018-12-10-19-50-58    UserID [3]    Transaction Complete 
2018-12-10-19-50-58    UserID [2]    Transaction Complete 
